addr	xrefs	len	value
710083c2f8	2	9	ForceUtf8
710083c308	1	9	OPTS UTF8
710083c318	1	14	Let's try MLSD
710083c328	1	27	OK. No MLSD. Let's try LIST
710083c348	1	9	Dir line:
710083c360	1	9	type=file
710083c370	1	5	size=
710083c378	1	9	type=cdir
710083c388	1	36	Can not connect to specified address
710083c3b8	3	5	array
710083c3c0	1	7	boolean
710083c3c8	4	6	binary
710083c3d0	3	9	discarded
710083c3e0	3	12	out_of_range
710083c3f0	2	11	parse_error
710083c400	2	9	 at line 
710083c410	2	9	, column 
710083c420	2	11	parse error
710083c430	5	10	type_error
710083c440	1	16	invalid_iterator
710083c458	8	16	cannot get value
710083c470	3	28	type must be string, but is 
710083c490	1	16	[json.exception.
710083c4a8	4	8	<U+%.4X>
710083c4b8	2	15	<uninitialized>
710083c4c8	4	12	true literal
710083c4d8	4	13	false literal
710083c4e8	4	12	null literal
710083c4f8	4	14	string literal
710083c508	4	14	number literal
710083c548	8	13	unknown token
710083c558	4	12	end of input
710083c568	4	22	'[', '{', or a literal
710083c580	2	13	<parse error>
710083c590	3	13	syntax error 
710083c5a0	2	14	while parsing 
710083c5b8	2	14	; last read: '
710083c5c8	2	11	unexpected 
710083c5d8	2	11	; expected 
710083c5e8	1	21	cannot use at() with 
710083c600	1	5	key '
710083c608	1	11	' not found
710083c618	1	35	iterator does not fit current value
710083c640	1	21	iterator out of range
710083c658	1	24	cannot use erase() with 
710083c678	3	48	cannot compare iterators of different containers
710083c6b0	3	28	type must be number, but is 
710083c6d0	4	37	invalid string: ill-formed UTF-8 byte
710083c6f8	2	77	invalid string: control character U+000A (LF) must be escaped to \u000A or \n
710083c748	2	37	invalid string: missing closing quote
710083c770	2	53	invalid string: '\u' must be followed by 4 hex digits
710083c7a8	2	75	invalid string: surrogate U+D800..U+DBFF must be followed by U+DC00..U+DFFF
710083c7f8	2	67	invalid string: surrogate U+DC00..U+DFFF must follow U+D800..U+DBFF
710083c840	2	51	invalid string: forbidden character after backslash
710083c878	2	72	invalid string: control character U+0000 (NUL) must be escaped to \u0000
710083c8c8	2	72	invalid string: control character U+0001 (SOH) must be escaped to \u0001
710083c918	2	72	invalid string: control character U+0002 (STX) must be escaped to \u0002
710083c968	2	72	invalid string: control character U+0003 (ETX) must be escaped to \u0003
710083c9b8	2	72	invalid string: control character U+0004 (EOT) must be escaped to \u0004
710083ca08	2	72	invalid string: control character U+0005 (ENQ) must be escaped to \u0005
710083ca58	2	72	invalid string: control character U+0006 (ACK) must be escaped to \u0006
710083caa8	2	72	invalid string: control character U+0007 (BEL) must be escaped to \u0007
710083caf8	2	77	invalid string: control character U+0008 (BS) must be escaped to \u0008 or \b
710083cb48	2	77	invalid string: control character U+0009 (HT) must be escaped to \u0009 or \t
710083cb98	2	71	invalid string: control character U+000B (VT) must be escaped to \u000B
710083cbe0	2	77	invalid string: control character U+000C (FF) must be escaped to \u000C or \f
710083cc30	2	77	invalid string: control character U+000D (CR) must be escaped to \u000D or \r
710083cc80	2	71	invalid string: control character U+000E (SO) must be escaped to \u000E
710083ccc8	2	71	invalid string: control character U+000F (SI) must be escaped to \u000F
710083cd10	2	72	invalid string: control character U+0010 (DLE) must be escaped to \u0010
710083cd60	2	72	invalid string: control character U+0011 (DC1) must be escaped to \u0011
710083cdb0	2	72	invalid string: control character U+0012 (DC2) must be escaped to \u0012
710083ce00	2	72	invalid string: control character U+0013 (DC3) must be escaped to \u0013
710083ce50	2	72	invalid string: control character U+0014 (DC4) must be escaped to \u0014
710083cea0	2	72	invalid string: control character U+0015 (NAK) must be escaped to \u0015
710083cef0	2	72	invalid string: control character U+0016 (SYN) must be escaped to \u0016
710083cf40	2	72	invalid string: control character U+0017 (ETB) must be escaped to \u0017
710083cf90	2	72	invalid string: control character U+0018 (CAN) must be escaped to \u0018
710083cfe0	2	71	invalid string: control character U+0019 (EM) must be escaped to \u0019
710083d028	2	72	invalid string: control character U+001A (SUB) must be escaped to \u001A
710083d078	2	72	invalid string: control character U+001B (ESC) must be escaped to \u001B
710083d0c8	2	71	invalid string: control character U+001C (FS) must be escaped to \u001C
710083d110	2	71	invalid string: control character U+001D (GS) must be escaped to \u001D
710083d158	2	71	invalid string: control character U+001E (RS) must be escaped to \u001E
710083d1a0	2	71	invalid string: control character U+001F (US) must be escaped to \u001F
710083d1e8	2	40	invalid number; expected digit after '.'
710083d218	2	40	invalid number; expected digit after '-'
710083d248	2	50	invalid number; expected digit after exponent sign
710083d280	2	58	invalid number; expected '+', '-', or digit after exponent
710083d2c0	2	47	invalid comment; expecting '/' or '*' after '/'
710083d2f0	2	44	invalid BOM; must be 0xEF 0xBB 0xBF if given
710083d320	3	15	invalid literal
710083d330	2	37	invalid comment; missing closing '*/'
710083d358	6	10	object key
710083d368	6	16	object separator
710083d380	3	25	number overflow parsing '
710083d3a0	3	101	attempting to parse an empty input; check that your input string or stream contains the expected JSON
710083d408	1	11	MTP Browser
710083d418	1	31	Moving object not supported yet
710083d438	2	19	Invalid target path
710083d450	1	21	Source file not found
710083d468	1	13	Rename failed
710083d478	1	42	Invalid target path. Parent does not exist
710083d4a8	1	40	Invalid target path. Parent not a folder
710083d4d8	1	43	Object with different format already exists
710083d510	1	8	nsp_file
710083d520	1	8	RAR file
710083d530	1	9	RomFS.bin
710083d540	2	40	Expression does not evaluate to node set
710083d570	4	13	Unknown error
710083d580	1	18	File was not found
710083d598	1	30	Error reading from file/stream
710083d5b8	1	25	Could not allocate memory
710083d5d8	1	23	Internal error occurred
710083d5f0	1	28	Could not determine tag type
710083d610	1	57	Error parsing document declaration/processing instruction
710083d650	1	21	Error parsing comment
710083d668	1	27	Error parsing CDATA section
710083d688	1	39	Error parsing document type declaration
710083d6b0	1	28	Error parsing PCDATA section
710083d6d0	1	31	Error parsing start element tag
710083d6f0	1	31	Error parsing element attribute
710083d710	1	29	Error parsing end element tag
710083d730	1	23	Start-end tags mismatch
710083d748	1	58	Unable to append nodes: root is not an element or document
710083d788	1	25	No document element found
710083d7a8	1	24	*[local-name() = 'href']
710083d7c8	1	53	*[local-name() = 'propstat']/*[local-name() = 'prop']
710083d800	1	9	<Unknown>
710083d810	1	28	*[local-name() = 'file_url']
710083d830	1	31	*[local-name() = 'displayname']
710083d850	1	32	*[local-name() = 'resourcetype']
710083d878	1	30	*[local-name() = 'collection']
710083d898	1	36	*[local-name() = 'getcontentlength']
710083d8c0	1	28	Server returns empty content
710083d8e0	1	62	//*[local-name() = 'multistatus']/*[local-name() = 'response']
710083d928	2	8	Infinity
710083d938	0	9	-Infinity
710083d968	6	36	Exceeded maximum allowed query depth
710083d990	1	46	Unknown variable: variable set is not provided
710083d9c0	1	62	Unknown variable: variable set does not contain the given name
710083da00	1	36	Expected ')' to match an opening '('
710083da28	1	26	Unrecognized function call
710083da48	1	35	No comma between function arguments
710083da70	1	5	count
710083da78	1	8	contains
710083da88	2	38	Function has to be applied to node set
710083dab0	1	6	concat
710083dab8	1	7	ceiling
710083dac0	1	5	floor
710083dad8	1	10	local-name
710083dae8	1	13	namespace-uri
710083daf8	1	15	normalize-space
710083db10	1	8	position
710083db20	1	13	string-length
710083db30	1	11	starts-with
710083db40	1	16	substring-before
710083db58	1	15	substring-after
710083db68	1	9	substring
710083db80	1	9	translate
710083db90	1	46	Unrecognized function or wrong parameter count
710083dbc0	1	33	Unrecognizable primary expression
710083dbe8	2	7	comment
710083dbf8	3	22	processing-instruction
710083dc18	1	39	Predicate has to be applied to node set
710083dc40	2	36	Expected ']' to match an opening '['
710083dc68	2	34	Step has to be applied to node set
710083dc90	1	45	Union operator has to be applied to node sets
710083dcc0	1	52	Predicates are not allowed after an abbreviated step
710083dcf8	1	31	Two axis specifiers in one step
710083dd18	1	8	ancestor
710083dd28	1	16	ancestor-or-self
710083dd40	1	9	attribute
710083dd50	1	5	child
710083dd58	1	10	descendant
710083dd68	1	18	descendant-or-self
710083dd80	1	9	following
710083dd90	1	17	following-sibling
710083dda8	1	9	namespace
710083ddb8	1	6	parent
710083ddc0	1	9	preceding
710083ddd0	1	17	preceding-sibling
710083ddf0	1	12	Unknown axis
710083de00	2	22	Unrecognized node test
710083de18	1	22	Unrecognized node type
710083de30	1	66	Only literals are allowed as arguments to processing-instruction()
710083de78	1	45	Unmatched brace near processing-instruction()
710083dea8	1	35	Unmatched brace near node type test
710083ded0	1	8	xml:lang
710083dee0	1	14	Internal error
710083def0	2	15	Incorrect query
710083df00	1	8	ZIP file
710083df10	1	10	    {:04d}
710083df20	1	12	      {:02d}
710083df30	1	12	   {:02d}:00
710083df48	1	15	PlaySessionInfo
710083df60	2	13	Read data >>>
710083df70	1	13	Read data <<<
710083e040	1	11	{:>4}:{:02}
710083e098	1	9	ExportSDK
710083e0b0	1	11	MovingTitle
710083e0e0	7	10	lfs_folder
710083e0f8	2	9	exefs.nsp
710083e108	1	12	CreateRepack
710083e118	1	5	??? [
710083e120	2	10	PackFolder
710083e130	1	6	exefs/
710083e138	2	8	X{:016X}
710083e170	2	25	Deleting source folder...
710083e190	3	14	CERO         :
710083e1a0	1	14	GRACGCRB     :
710083e1b0	1	14	GSRMR        :
710083e1c0	1	14	ESRB         :
710083e1d0	1	14	ClassInd     :
710083e1e0	1	14	USK          :
710083e1f0	1	14	PEGI         :
710083e200	1	14	PEGIPortugal :
710083e210	1	14	PEGIBBFC     :
710083e220	1	14	Russian      :
710083e230	1	14	ACB          :
710083e240	1	14	OFLC         :
710083e250	1	14	IARC         :
710083e260	7	14	DumpForwarders
710083e270	2	9	Account: 
710083e290	1	6	User: 
710083e2c0	1	7	[???? (
710083e2e8	1	14	              
710083e2f8	1	6	 BID: 
710083e300	3	12	Applications
710083e310	3	16	CalculateLFSSize
710083e348	1	7	 BID: -
710083e350	1	14	CheckIntegrity
710083e360	11	6	sdmc:/
710083e380	2	5	Night
710083e388	2	5	Sepia
710083e398	9	5	Theme
710083e3b8	4	11	Orientation
710083e3c8	2	9	LogEvents
710083e3d8	2	16	HighlightUpdates
710083e3f0	1	18	OptimizeClockSpeed
710083e408	3	8	ROSaveFS
710083e418	2	18	ShowUpdateFromHere
710083e430	3	10	LogsFolder
710083e440	2	22	sdmc:/switch/DBI/logs/
710083e458	4	11	VersionsURL
710083e468	1	68	https://raw.githubusercontent.com/blawar/titledb/master/versions.txt
710083e4b0	2	25	ShowCacheWarmingIndicator
710083e4d0	4	14	MoveDownAfterX
710083e4e0	2	12	Secondcursor
710083e4f0	1	8	TimeShow
710083e500	2	15	TimeShowSeconds
710083e510	2	22	AutoSaveBackupInterval
710083e528	1	8	MACasTID
710083e538	4	13	TurnOffScreen
710083e548	1	18	Android extensions
710083e560	30	8	MainMenu
710083e570	2	8	BrowseSD
710083e580	2	12	BrowseSystem
710083e590	2	10	BrowseUser
710083e5a0	2	7	USBHost
710083e5a8	2	14	BackendInstall
710083e5b8	7	8	GameCard
710083e5c8	2	7	Network
710083e5d0	2	10	BrowseApps
710083e5e0	2	5	Tools
710083e5e8	2	7	Tickets
710083e5f0	3	5	Saves
710083e5f8	18	12	MTP Storages
710083e608	3	10	1: SD Card
710083e618	1	7	SD Card
710083e620	3	12	2: Nand USER
710083e630	1	9	Nand USER
710083e640	3	14	3: Nand SYSTEM
710083e650	1	11	Nand SYSTEM
710083e660	3	18	4: Installed games
710083e678	1	15	SD Card install
710083e688	3	18	5: SD Card install
710083e6a0	3	15	6: NAND install
710083e6b0	1	12	NAND install
710083e6c0	2	8	7: Saves
710083e6d0	2	5	Album
710083e6d8	2	8	8: Album
710083e6e8	3	11	9: Gamecard
710083e6f8	1	8	Gamecard
710083e708	2	14	CustomStorages
710083e728	1	8	Password
710083e738	2	11	Hyphenation
710083e748	4	5	     
710083e768	1	11	ContentInfo
710083e778	1	13	Application [
710083e790	1	12	control.nacp
710083e7a0	1	16	Storage record [
710083e7b8	1	20	Type   : Application
710083e7d0	1	15	Type   : Update
710083e7e0	1	21	Type   : AddOnContent
710083e7f8	1	20	Type   : AddOnUpdate
710083e810	1	9	Version: 
710083e820	1	9	Storage: 
710083e830	1	20	Content records ({})
710083e848	1	19	-------------------
710083e860	1	13	ContentId  : 
710083e870	1	13	Record size: 
710083e880	1	13	Actual size: 
710083e890	1	13	Type       : 
710083e8a0	1	13	ProgramId  : 
710083e8b0	1	14	Reading NCA...
710083e8c0	1	20	Distribution type : 
710083e8d8	1	20	Content type      : 
710083e8f0	1	20	Key generation old: 
710083e908	1	20	kaek index        : 
710083e920	1	20	Content size      : 
710083e938	1	20	Program ID        : 
710083e950	1	20	Content index     : 
710083e968	1	20	SDK addon version : 
710083e980	1	20	Key generation    : 
710083e998	1	20	Sig key generation: 
710083e9b0	1	20	RightsId          : 
710083e9c8	1	8	Section[
710083e9d8	1	12	start sect: 
710083e9e8	1	12	end sect  : 
710083e9f8	1	12	length    : 
710083ea08	1	12	Version   : 
710083ea18	4	8	 Unknown
710083ea28	1	12	FS type   : 
710083ea38	1	12	Hash type : 
710083ea48	1	12	Encryption: 
710083ea58	1	17	Has patch info : 
710083ea70	1	17	Has sparse info: 
710083ea88	1	17	Has compression: 
710083eaa0	1	33	Titlekey initialized successfully
710083ead0	0	21	\n\nAn error occurred:\n
710083eae8	5	11	Is optional
710083eaf8	5	18	Free communication
710083eb10	5	24	Suppress Gamecard Access
710083eb30	5	12	svcUnknown00
710083eb40	5	14	svcSetHeapSize
710083eb50	5	22	svcSetMemoryPermission
710083eb68	5	21	svcSetMemoryAttribute
710083eb80	5	12	svcMapMemory
710083eb90	5	14	svcUnmapMemory
710083eba0	5	14	svcQueryMemory
710083ebb0	5	14	svcExitProcess
710083ebc0	5	15	svcCreateThread
710083ebd0	5	14	svcStartThread
710083ebe0	5	13	svcExitThread
710083ebf0	5	14	svcSleepThread
710083ec00	5	20	svcGetThreadPriority
710083ec18	5	20	svcSetThreadPriority
710083ec30	5	20	svcGetThreadCoreMask
710083ec48	5	20	svcSetThreadCoreMask
710083ec60	5	28	svcGetCurrentProcessorNumber
710083ec80	5	14	svcSignalEvent
710083ec90	5	13	svcClearEvent
710083eca0	5	18	svcMapSharedMemory
710083ecb8	5	20	svcUnmapSharedMemory
710083ecd0	5	23	svcCreateTransferMemory
710083ece8	5	14	svcCloseHandle
710083ecf8	5	14	svcResetSignal
710083ed08	5	22	svcWaitSynchronization
710083ed20	5	24	svcCancelSynchronization
710083ed40	5	16	svcArbitrateLock
710083ed58	5	18	svcArbitrateUnlock
710083ed70	5	27	svcWaitProcessWideKeyAtomic
710083ed90	5	23	svcSignalProcessWideKey
710083eda8	5	16	svcGetSystemTick
710083edc0	5	21	svcConnectToNamedPort
710083edd8	5	23	svcSendSyncRequestLight
710083edf0	5	18	svcSendSyncRequest
710083ee08	5	32	svcSendSyncRequestWithUserBuffer
710083ee30	5	33	svcSendAsyncRequestWithUserBuffer
710083ee58	5	15	svcGetProcessId
710083ee68	5	14	svcGetThreadId
710083ee78	5	8	svcBreak
710083ee88	5	20	svcOutputDebugString
710083eea0	5	22	svcReturnFromException
710083eeb8	5	10	svcGetInfo
710083eec8	5	23	svcFlushEntireDataCache
710083eee0	5	17	svcFlushDataCache
710083eef8	5	20	svcMapPhysicalMemory
710083ef10	5	22	svcUnmapPhysicalMemory
710083ef28	5	27	svcGetDebugFutureThreadInfo
710083ef48	5	20	svcGetLastThreadInfo
710083ef60	5	29	svcGetResourceLimitLimitValue
710083ef80	5	31	svcGetResourceLimitCurrentValue
710083efa0	5	20	svcSetThreadActivity
710083efb8	5	20	svcGetThreadContext3
710083efd0	5	17	svcWaitForAddress
710083efe8	5	18	svcSignalToAddress
710083f000	15	29	svcSynchronizePreemptionState
710083f020	5	28	svcGetResourceLimitPeakValue
710083f040	5	12	svcUnknown38
710083f050	5	15	svcCreateIoPool
710083f060	5	17	svcCreateIoRegion
710083f078	5	12	svcUnknown3B
710083f088	5	14	svcKernelDebug
710083f098	5	25	svcChangeKernelTraceState
710083f0b8	5	12	svcUnknown3E
710083f0c8	5	12	svcUnknown3F
710083f0d8	5	16	svcCreateSession
710083f0f0	5	16	svcAcceptSession
710083f108	5	23	svcReplyAndReceiveLight
710083f120	5	18	svcReplyAndReceive
710083f138	5	32	svcReplyAndReceiveWithUserBuffer
710083f160	5	14	svcCreateEvent
710083f170	5	14	svcMapIoRegion
710083f180	5	16	svcUnmapIoRegion
710083f198	5	26	svcMapPhysicalMemoryUnsafe
710083f1b8	5	28	svcUnmapPhysicalMemoryUnsafe
710083f1d8	5	17	svcSetUnsafeLimit
710083f1f0	5	19	svcCreateCodeMemory
710083f208	5	20	svcControlCodeMemory
710083f220	5	14	svcSleepSystem
710083f230	5	20	svcReadWriteRegister
710083f248	5	21	svcSetProcessActivity
710083f260	5	21	svcCreateSharedMemory
710083f278	5	20	svcMapTransferMemory
710083f290	5	22	svcUnmapTransferMemory
710083f2a8	5	23	svcCreateInterruptEvent
710083f2c0	5	23	svcQueryPhysicalAddress
710083f2d8	5	21	svcQueryMemoryMapping
710083f2f0	5	27	svcCreateDeviceAddressSpace
710083f310	5	27	svcAttachDeviceAddressSpace
710083f330	5	27	svcDetachDeviceAddressSpace
710083f350	5	31	svcMapDeviceAddressSpaceByForce
710083f370	5	31	svcMapDeviceAddressSpaceAligned
710083f390	5	24	svcMapDeviceAddressSpace
710083f3b0	5	26	svcUnmapDeviceAddressSpace
710083f3d0	5	29	svcInvalidateProcessDataCache
710083f3f0	5	24	svcStoreProcessDataCache
710083f410	5	24	svcFlushProcessDataCache
710083f430	5	21	svcDebugActiveProcess
710083f448	5	20	svcBreakDebugProcess
710083f460	5	24	svcTerminateDebugProcess
710083f480	5	16	svcGetDebugEvent
710083f498	5	21	svcContinueDebugEvent
710083f4b0	5	17	svcGetProcessList
710083f4c8	5	16	svcGetThreadList
710083f4e0	5	24	svcGetDebugThreadContext
710083f500	5	24	svcSetDebugThreadContext
710083f520	5	26	svcQueryDebugProcessMemory
710083f540	5	25	svcReadDebugProcessMemory
710083f560	5	26	svcWriteDebugProcessMemory
710083f580	5	24	svcSetHardwareBreakPoint
710083f5a0	5	22	svcGetDebugThreadParam
710083f5b8	5	12	svcUnknown6E
710083f5c8	5	16	svcGetSystemInfo
710083f5e0	5	13	svcCreatePort
710083f5f0	5	18	svcManageNamedPort
710083f608	5	16	svcConnectToPort
710083f620	5	29	svcSetProcessMemoryPermission
710083f640	5	19	svcMapProcessMemory
710083f658	5	21	svcUnmapProcessMemory
710083f670	5	21	svcQueryProcessMemory
710083f688	5	23	svcMapProcessCodeMemory
710083f6a0	5	25	svcUnmapProcessCodeMemory
710083f6c0	5	16	svcCreateProcess
710083f6d8	5	15	svcStartProcess
710083f6e8	5	19	svcTerminateProcess
710083f700	5	17	svcGetProcessInfo
710083f718	5	22	svcCreateResourceLimit
710083f730	5	29	svcSetResourceLimitLimitValue
710083f750	5	20	svcCallSecureMonitor
710083f768	5	22	svcSetMemoryAttribute2
710083f780	5	12	svcUnknown81
710083f790	5	12	svcUnknown82
710083f7a0	5	12	svcUnknown83
710083f7b0	5	12	svcUnknown84
710083f7c0	5	12	svcUnknown85
710083f7d0	5	12	svcUnknown86
710083f7e0	5	12	svcUnknown87
710083f7f0	5	12	svcUnknown88
710083f800	5	12	svcUnknown89
710083f810	5	12	svcUnknown8A
710083f820	5	12	svcUnknown8B
710083f830	5	12	svcUnknown8C
710083f840	5	12	svcUnknown8D
710083f850	5	12	svcUnknown8E
710083f860	5	12	svcUnknown8F
710083f870	5	28	svcMapInsecurePhysicalMemory
710083f890	5	30	svcUnmapInsecurePhysicalMemory
710083f8b0	5	15	ApplicationInfo
710083f8c0	5	15	BootModeControl
710083f8d0	5	11	Calibration
710083f8e0	5	14	SystemSaveData
710083f8f0	5	14	SaveDataBackUp
710083f900	5	18	SaveDataManagement
710083f918	5	9	BisAllRaw
710083f928	5	11	GameCardRaw
710083f938	5	15	GameCardPrivate
710083f948	5	7	SetTime
710083f950	5	14	ContentManager
710083f960	5	12	ImageManager
710083f970	5	14	CreateSaveData
710083f980	5	24	SystemSaveDataManagement
710083f9a0	5	13	BisFileSystem
710083f9b0	5	12	SystemUpdate
710083f9c0	5	12	SaveDataMeta
710083f9d0	5	14	DeviceSaveData
710083f9e0	5	15	SettingsControl
710083f9f0	5	10	SystemData
710083fa00	5	6	SdCard
710083fa10	5	7	FillBis
710083fa18	5	15	CorruptSaveData
710083fa28	5	16	SaveDataForDebug
710083fa40	5	12	FormatSdCard
710083fa50	5	11	GetRightsId
710083fa60	5	19	RegisterExternalKey
710083fa78	5	23	RegisterUpdatePartition
710083fa90	5	16	SaveDataTransfer
710083faa8	5	15	DeviceDetection
710083fab8	5	23	AccessFailureResolution
710083fad0	5	24	SaveDataTransferVersion2
